Sentence,jfr,jannik,MaxK,student1,student2,arjen
"Must haves, meaning they must be implemented if at all possible.",,,,,1,
Could have: requirements which are not critical to the products success.,,,,,0,
It is possible to select any application node or platform node by means of a method call.,,,,,1,
It is possible to highlight any application node or platform node by means of a method call.,,,,,1,
Other programs can send messages to the product for selecting and highlighting edges and nodes.,,,,,1,
The editor supports alignment of any element (such as application nodes and platform nodes) relative to similar elements in its vicinity.,,,,,0,
"When two nodes are copied which have an edge between them, this edge is copied along.",,,,,1,
The editor will assign an algorithm to a link if there is exactly one algorithm available for it.,,,,,1,
"Every method and class in the source-code is documented using comments, explaining what it does, and how it does this.",,,,,1,
There is a unit test for every method or class that is not directly responding to a mouse-click or keystroke.,,,,,1,
The ODE does not measurably suﬀer from memory leaks.,,,,,1,
The requirements in the OAD (RD2) will flow down to requirements for the observatory subsystems.,,,,,0,
"As necessary, new requirements implied by the current document flow down into OAD (RD2).",,,,,1,
This numbering scheme allows for unambiguous reference to requirements.,,,,,1,
The requirements documented in the OPSRD and the ORD (RD1) are intended to fully describe the top-level engineering and operational requirements to satisfy the criteria of the Science Requirements Document (SRD) (RD3) and Operations Plan (RD4).,,,,,0,
"By this definition, the OPSRD will change in response to changes in the Operations Plan (RD4), but will not require modification when changes are made to the Observatory Requirements Document (ORD) (RD1), Observatory Architecture Document (OAD) (RD2), or to the Subsystem Requirements Documents.",,,,,1,
Early operations is defined as the period that starts when the first nontechnical facilities are accepted and continues until the observatory has reached steady-state operations.,,,,,1,
Early science operations are expected to begin during the first 12 months after the M1 has been fully populated and phased for the first time.,,,,,1,
Steady-state (science) operations is defined as the period that starts 36 (TBC) months after the M1 has been fully populated and phased for the first time.,,,,,1,
The intervening time is considered sufficient for tuning the performance and operational procedures to the level necessary to meet the requirements in this section.,,,,,0,
Nighttime is defined as the time between the end of evening nautical twilight and the beginning of morning nautical twilight.,,,,,0,
"At these points, the center of the sun is 12 degrees below the horizon.",,,,,0,
"For Mauna Kea, this time interval corresponds to roughly 10 hours per 24-hour period in the mean.",,,,,1,
"Term Definition Shall ""Shall"" derequirements that are mandatory and will be the subject of specific acceptance testing and compliance verification.",,,,,0,
"Can/May/Should ""Can"", ""May"", or ""Should"" indicate recommendations and are not subject to any requirement acceptance testing or compliance verification by the supplier.",,,,,0,
"Is/Will ""Is"" or ""Will"" indicate a statement of fact or provide information and are not subject to any requirement acceptance testing or verification compliance by the supplier.",,,,,1,
The development of TMT Observatory operational requirements is motivated by several key measurable metrics of success.,,,,,1,
"Conceptually, a high-impact paper contains transformational and/or unique scientific results.",,,,,0,
"To maximize scientific success as measured by the metrics above, the TMT Observatory will strive for technical excellence as measured by the following technical success metrics.",,,,,0,
High-impact papers often result from exploiting unique observatory capabilities.,,,,,1,
"Conversely, it is well recognized that observatories that do not add new capabilities over time quickly become scientifically irrelevant, often limiting the overall scientific return on the original capital investment.",,,,,0,
"By design, the TMT Observatory will be first in its class in many areas at the start of operations.",,,,,1,
"To maintain its lead in as many areas as possible within available funding, the TMT Observatory will execute a vigorous development program during the operations phase.",,,,,1,
"In particular, this program will endeavor to provide the TMT Observatory with a steady flow of new and unique instruments and AO systems commensurate with the evolving ambitions of the TMT user community.",,,,,1,
"As the number of science integration hours decreases, so does the potential for transformational observations.",,,,,1,
"As system performance degrades, so does the scientific grasp of TMT and hence its potential for transformational observations.",,,,,1,
"Discussion: If required, TMT will provide technical feasibility evaluation at the proposal phase for individual instruments and AO systems, however it will be up to each partner to assess their observing proposals.",,,,,1,
Discussion: This process will allow the time used for each observation to be automatically tracked and accounted to each partner’s allocated time.,,,,,1,
"As much as possible, such observations will be limited to nautical twilight at the beginning and ending of each night.",,,,,0,
Discussion: Calibrations which are specific to an observing program and taken at night will be accounted in PI/partners time.,,,,,0,
The TMT Observatory shall implement a proposal submission process that accommodates multi-partner collaborations and allows shared observing programs.,,,,,1,
These programs will require that observing planning tools allow secure access to single or multiple users and that time allocation and time used for single observations can be shared between partners.,,,,,1,
The TMT Observatory at the early light stage shall provide as a minimum two observing modes; PI Directed (Classical) Observing Mode and Pre-Planned Queue Service Observing.,,,,,1,
"Discussion: During their assigned time, PI-directed classical observing users will have complete responsibility for how they use and configure the telescope and instruments and may modify their observing program during the night as they require.",,,,,1,
The TMT Observatory shall implement an eavesdropping mode that allows the PI to connect remotely during their observation window.,,,,,1,
The TMT Observatory shall provide a service queue mode that includes synoptic and cadence observations.,,,,,1,
The TMT Observatory shall enable real-time selection and execution of observations with flexibility in response to changing conditions and ongoing observations.,,,,,1,
The TMT Observatory OB shall contain all the user-specific information necessary for executing and scheduling an observation.,,,,,1,
"Each OB will contain all the information necessary for TMT Science Operations staff to configure the TMT system for observation execution, e.g. target coordinates, requested guide stars, instrument configuration, etc.",,,,,0,
The process will allow for basic information to be entered into the observatory database (Phase I) with further details necessary to perform the observation entered via an on-line tool (Phase II).,,,,,1,
The data stored in the data base will be directly accessed to prepare the observing queue (ref.,,,,,0,
The TMT Observatory shall implement a process that allows an OB to be verified offline and prior to observing to determine that it is executable and compliant with standard TMT procedures.,,,,,1,
The TMT observatory shall provide an observing process that enables the observer to check their OBs and observing scripts off-line before observing.,,,,,1,
The TMT Observatory shall implement an observing backup process to prepare and execute backup programs for observations in the event that weather conditions or technical failures prevent the planned observation from taking place.,,,,,1,
Discussion: Backup observing programs will be prepared for all TMT observing service queue programs in the event that weather conditions or technical failures prevent the execution of the primary science program.,,,,,1,
"Discussion: For multi-aperture instruments, an automatic field acquisition and fine alignment system will be incorporated which enables final alignment of the mask with the target field.",,,,,1,
The TMT Observatory in steady-state operations shall have no more than 3% unscheduled technical downtime between the end of evening nautical twilight and the start of morning nautical twilight during hours scheduled for science operations.,,,,,0,
Discussion: Scheduled technical time will be publicly announced and taken into account when the observatory science operations schedule is constructed.,,,,,1,
Discussion: All instruments declared to be operational are expected to have unscheduled technical downtimes commensurate with the above system level requirement.,,,,,0,
"Any time loss due to failures of the telescope, instruments, adaptive optics systems or science observing software which prevent useful science observing with a reasonable efficiency and performance will be counted as unscheduled technical Downtime.",,,,,1,
The TMT Observatory available science time on the telescope for observing planning purposes shall be assumed to be 50% of time for seeing limited observations and 50% of the time for diffraction limited observations (using AO).,,,,,0,
The TMT Observatory shall monitor operational metrics to identify potential improvements and monitor observing efficiency and other telescope performance metrics.,,,,,0,
Discussion: Baseline image quality performance will be established during TMT integration and verification.,,,,,1,
The TMT Observatory shall implement a Web portal for the purposes of organizing all information the observatory wishes to present to its user community.,,,,,1,
Access to that area will require user authentication.,,,,,1,
The TMT Observatory shall develop and maintain an electronic user helpdesk with the primary goal of helping users prepare and execute observations.,,,,,0,
The TMT Observatory will be responsible for keeping this documentation and these tools up-to-date as TMT systems evolve.,,,,,1,
The TMT observatory in steady operations shall not allow observers to modify low-level technical settings.,,,,,1,
The TMT observatory shall provide a master alarm monitor that shows TMT subsystem status.,,,,,1,
"The TMT status will be in an easily interpretable form, e.g., a screen showing a red (alarm) or green (operational) bar for each major sub-system.",,,,,0,
The TMT observatory storage systems shall provide sufficient storage to retain the science data and associated calibration data for the life of the observatory.,,,,,0,
"Discussion: If there are TMT external archives or data centers, the storage systems will be able to retain the most recent two years of science datasets.",,,,,1,
The TMT observatory science data and metadata shall support enforcement of an 18 month (TBC) proprietary period after delivery to the PI.,,,,,0,
The TMT observatory science data and metadata shall be made accessible to the worldwide community after the standard proprietary period is over.,,,,,1,
The TMT Observatory shall provide data reduction disk space and computing capability on remotely accessible observatory computers.,,,,,0,
"The TMT observatory science and/or calibration data shall be processed by TMT Observatory for the following reasons: to confirm target acquisition before observation begins; and to assess data quality (e.g. signal-to-noise ratio, delivered image quality in science instrument focal plane) during observation and as part of observatory system performance monitoring program.",,,,,1,
Discussion: Self-contained in this context means that the modules will run without depending on observatory software.,,,,,1,
"The TMT Observatory processing pipelines shall be used for quick- look reductions, target acquisition during observing and system performance monitoring.",,,,,1,
The TMT Observatory in steady-state science operations shall minimize the amount of night time needed for acquiring calibration data.,,,,,1,
The TMT Observatory AO system night time calibration shall consume no more than 1% of the scheduled observing time.,,,,,0,
Discussion: Attention must be given to making instruments mechanically rigid so that calibration data taken during the day can be applied to science observations acquired at night.,,,,,1,
The TMT Observatory shall ensure that sufficient calibration data is obtained to meet minimum standards in the context of a scientifically useful archive.,,,,,1,
It will be the responsibility of the individual users (or teams) to review the on-going calibration program and decide whether or not to obtain additional calibration data tailored to their specific needs as part of their own observing programs.,,,,,0,
The TMT Observatory shall enable operations of multiple instruments in parallel for the purposes of instrument configuration and calibration.,,,,,1,
The TMT Observatory performance monitoring on-sky calibrations shall be made available for science calibration and accounted under general technical time.,,,,,0,
Discussion: Individual users may need to obtain additional calibration data.,,,,,0,
"If so, they must request sufficient time for these calibrations as part of their original observing proposal.",,,,,1,
The TMT Observatory subsystems (including instruments) are required to produce status and diagnostic telemetry for the purposes of performance monitoring and failure analysis.,,,,,,1
"Discussion: To meet this requirement, the telemetry information needs to include both low-level (e.g. hydrostatic bearing pressures) and high-level (e.g. delivered image quality) information.",,,,,,1
The TMT Observatory shall be capable of storing all technical data that is necessary for operations for the lifetime of the observatory.,,,,,,1
The TMT Observatory in the construction phase shall provide technical data storage capacity and software capabilities for 5 years of operations.,,,,,,1
The TMT Observatory shall maintain two (2) copies of the technical database with the prevision in mind that one copy will survive in the event of a local catastrophe.,,,,,,1
Discussion: This can be done using filters and other means.,,,,,,1
The TMT Observatory subsystems shall implement private data caches in the case they require large volume outside the data management system budget.,,,,,,1
Such reviews will be necessary as needed to monitor system performance and/or diagnosis system problems.,,,,,,1
The TMT Observatory shall monitor subsystems performance to detect abrupt or gradual changes in performance to enable timely corrective actions.,,,,,,1
The TMT observatory will provide regular reports to future users for planning purposes and previous users for analysis purposes.,,,,,,1
The TMT Observatory shall update system performance information periodically as required to provide adequate monitoring.,,,,,,1
The TMT Observatory shall generate a set of automatic reports based on engineering telemetry for the purposes of monitoring technical performance.,,,,,,1
The TMT Observatory shall be equipped with monitoring sensors and alarm systems that can remotely notify support staff in the event of any non-hazardous problem.,,,,,,1
"Discussion: An example of non-hazardous problem will be an engineering parameter that exceeds a predefined range, but is not a danger to the instrument, observatory, or personnel.",,,,,,1
The TMT Observatory in steady-state operation shall use no more than 24 nights per year for scheduled engineering time.,,,,,,1
The TMT Observatory shall record the descriptions and time required to recover from each event for tracking and analysis purposes.,,,,,,1
The TMT Observatory in steady operations shall establish and maintain a data interface requirement and definitions document.,,,,,,1
"Discussion: Instrument science commissioning will begin when all instrument modes have been demonstrated to meet their technical requirements, all software tools and interfaces are complete and robust, all documentation has been completed, and the instrument is ready for scientific use.",,,,,,1
"As required, the instrument team will occasionally provide on-going support for more complex troubleshooting and problem solving.",,,,,,1
"Discussion: In steady-state operations, the TMT Observatory will schedule no more than 15 nights per year for instrument commissioning (including both technical and science commissioning).",,,,,,1
"Discussion: It is assumed that visitor instruments will comply with basic requirements and interface specifications that ensure operational safety is not compromised and that normal operations will not be affected by the instrument through effects such as vibration, network security, electromagnetic disturbances, etc.",,,,,,1
The TMT Observatory headquarterss Facility shall be established within two (2) hours drive of the summit.,,,,,,1
"The TMT ES&H program has the specific objectives to prevent personnel injury or loss of life during all phases of the TMT project and TMT operations; to prevent environmental contamination during the construction, shakedown or operation of TMT; to prevent damage to equipment caused by accidents during all phases of the project; to comply with all national, state and local laws, rules and regulations.",,,,,,1
"Discussion: During operations, the TMT ES&H program is the responsibility of the TMT Director.",,,,,,1
"The Director has responsibility to insure that the TMT staff members identify specific ES&H issues and risks, and establish appropriate safeguards and procedures for addressing those risks.",,,,,,1
"To accomplish detailed ES&H planning, documentation and surveillance, a TMT ES&H Officer shall be appointed.",,,,,,1
"Incorporate Safety Devices: Fixed, automatic or other protective devices shall be used in conjunction with the design features to attain an acceptable level of risk.",,,,,,1
"Provide Warning Devices: When neither design nor safety items can effectively eliminate or reduce hazards, devices will be used to detect the condition, and to produce an adequate warning to alert personnel of a hazard.",,,,,,1
"Procedures and Training: Where it is impractical to substantially eliminate or reduce the hazard or where the condition of the hazard indicates additional emphasis, special operating procedures and training will be used.",,,,,,1
The TMT Observatory shall minimize the emission of all electromagnetic radiation that might interfere with either itself or possible nearby future astronomical facilities.,,,,,,1
"It led to the update of the requirements: MET-08020, MET-08060, DIS-14040, , DIS-14250, the deletion of MET-08040, MET-08080, DIS-14045, DIS-14047, DIS-14260, and the addition of DIS-14048.",,,,,,1
"It led to the deletion of DIS-14380, DIS-14390, DIS- requirements had to be modified for various reasons (e.g. obsolete text, removal of TBC) but the scope is unchanged.",,,,,,1
"It led to the update of the requirements: FCI-02340, IRS-04075, IRS- Handled by Multi-Mission Element (MME): It led to the update of the requirements: DIS-14020 and the deletion of: DIS-14100, Mission performance clarification: it led to the addition of the (spectral sampling interval); IRS-04124 (spectral FWHM.",,,,,,1
Editorial changes or changes to ensure coherency with the conventions and terms defined in annex C are not necessarily tracked.,,,,,,1
Submitted for approval by Council after review and endorsement by STG #73 on 09th October 2018.,,,,,,1
The purpose of this document [EURD] is to define the End-User Requirements applicable to the Meteosat Third Generation (MTG) Programme.,,,,,,1
Actual performances of the services of the system will be described in the Operational Services Specification after the system has been commissioned.,,,,,,1
"The ""MTG Products Distribution Baseline [MTGDIS]"" (EUM/MTG/DOC/17/946090) is an appendix of the [EURD] aiming to define the Level 1 and Level 2 datasets that will be disseminated and archived at EUMETSAT Headquarters as part of the Meteosat Third Generation (MTG) Programme.",,,,,,1
The requirements affected by the instruments performance will be updated in the issue 5 of the [EURD] foreseen after the CDRs and before the launch.,,,,,,1
The following documents have been used to establish this document.,,,,,,1
It is not necessarily updated if only the is updated or if only a table shared by several requirements is updated.,,,,,,1
"Even if this information is a component of the requirement; as such, this information is not to be verified.",,,,,,1
Increase by 18% if a single normal resolution channel is replaced by the corresponding high resolution channel.,,,,,,1
Increase by 25% if a single high resolution channel is on top of the corresponding normal resolution channel.,,,,,,1
"Way forward: To select a subset of the FCI-FDSS Level 2 Products (including SAF), after having gained experience in orbit with MTG-I1, and to adapt them for RSS before the launch of MTG-I2.",,,,,,1
"Should there be a risk that one minute is not achievable, the situation will be reported and reconsidered in particular at the CDR.",,,,,,1
"During AIV and Commissioning, reasonable attempts will be made to tune the configuration parameters to try to improve the timeliness to achieve the 30s target (in particular over Europe).",,,,,,1
"If not sufficient, bottleneck will be identified and a further design improvement will be considered taking benefit of technology evolution.",,,,,,1
The situation will be re-assessed after gaining experience with MTG-I1 in orbit and in consultation of LI-MAG.,,,,,,1
The dissemination baseline over Africa will not be finalised before 2020 earliest.,,,,,,1
"Assumption: An aggregate bitrate of 3.5Mbps is currently assumed which will be revisited depending on the capacities, affordability and priorities.",,,,,,1
"Current baseline considers to disseminate MSG-like L1 spectral channels every 10 minutes with a spatial resolution similar to MSG, plus a Lightning accumulated product (pseudo radar) complemented with some Level Associated requirements: [MTGDIS] §4.",,,,,,1
Assumption: EUMETCast terrestrial is not planned to be used before MTG-S1 commissioning in 2023.,,,,,,1
The situation will be re-assessed at each milestone.,,,,,,1
"To fulfil its mission it is required to deploy sustained capabilities to acquire, process and distribute to downstream application users and second tier processing centres environmental data on a broad spectral range (from UV to LWIR), covering extensive areas (global and regional), and within a variety of different time scales to continue and enhance the services offered by the Second Generation of the Meteosat System (MSG).",,,,,,1
The system shall provide the operational MTG missions (and the related services) when the supporting satellites are located within the nominal longitude range between 10°W and 10°E.,,,,,,1
Normal (full disc) and local area scanning can be interleaved on a single satellite (e.g. when only one imaging satellite is operational in orbit) or conducted in parallel when 2 satellites are available in-orbit.,,,,,,1
"The operational practices for the Full Disc Scanning Service (FDSS), after the launch of MTG-I1, and the Rapid Scanning Service (RSS), after the launch of MTG-I2, are both defined.",,,,,,1
The swaths are collected moving from south to north to form an image per spectral channel covering either the full disc coverage or the local area coverage within the respective repeat cycle duration.,,,,,,1
"Radiance samples are created from the detector elements at specific spatial sample locations and are then rectified to a reference grid, before dissemination to the End Users as level 1 datasets.",,,,,,1
"Spectral channels may be sampled at more than one spatial sampling distance or radiometric resolution, where the spectral channel has to fulfil FDHSI and HRFI missions or present data over an extended radiometric measurement range for fire detection applications.",,,,,,1
The capability to support simultaneously the FDSS and RSS service using a single satellite is verified during MTG-I1 commissioning.,,,,,,1
"As defined in [CONV], the quality threshold is met when the requirements on completeness, accuracy and timeliness are fulfilled.",,,,,,1
Unless otherwise stated the requirements in this section apply: to all repeat cycles over each MTG-I satellite specified lifetime.,,,,,,1
The FCI spectral response function difference between any two spatial samples of the same image shall be less than 0.05 for VIS and NIR spectral channels and less than 0.10 for IR spectral channels when integrated over three times the spectral width and centred on the central wavelength.,,,,,,1
The FCI spectral response function difference between the actual spectral response function and that characterised on-ground shall be less than 0.10 for VIS and NIR spectral channels and 0.20 for IR spectral channels when integrated over three times the spectral width and centred on the central wavelength.,,,,,,1
"The absolute value of the FCI relative pixel position knowledge error (RPPKE) shall be as given in Table 4, when evaluated over all pixels common between two consecutive FDC or LAC images of the same spectral channel.",,,,,,1
The operational practice is to rectify at 0° if the satellite is located close to 0°.,,,,,,1
"The dwell coverage is stepped in an east/west direction to form a line of dwell spectral soundings, before moving northward to form the next line, covering the local area coverage (LAC) within the repeat cycle duration.",,,,,,1
"For the assessment of the completeness of the data delivered to the End-Users, the last bullet d) has to be ignored, if it is due to a transient loss of dataset during the transmission.",,,,,,1
Unless otherwise stated the requirements in this section apply: to all repeat cycles over each MTG-S satellite specified lifetime.,,,,,,1
The IRS spectral sample SRF centroid wavenumber shall be determined by the spectral calibration algorithm such that the radiometric error associated to the shift determination does not exceed 50 mK (NEdT@280K) when considering a spatially homogeneous scene and the spectra given by Figure 10.,,,,,,1
"The IRS spectral sample spectral response function difference between the actual spectral response function averaged over one day, and that given by the SRF Estimation model shall not exceed a value corresponding to a radiometric error of 50 mK (NEdT@280K) when considering a spatially homogeneous scene and the spectra given by Figure 10.",,,,,,1
The absolute value of the IRS relative sample position error (RSPE) between any two spectral channels shall meet the requirements in Table 10 when evaluated over a LAC.,,,,,,1
The absolute value of the IRS absolute sample position knowledge error (ASPKE) shall be as given in Table 11 when evaluated over any LAC zone.,,,,,,1
The absolute value of the IRS absolute sample position knowledge error (ASPKE) when evaluated over a single dwell shall be as given in Table 11.,,,,,,1
"The absolute value of the IRS relative sample position knowledge error (RSPKE) shall be as given in Table 11, when evaluated over all spatial samples common between two images of the same LAC zone separated in time by twice the repeat cycle.",,,,,,1
The power received by each detector element is integrated over the integration period and then compared with the LI Trigger Threshold.,,,,,,1
"If the energy exceeds this threshold, it is identified as an LI Triggered Event.",,,,,,1
"The integration period is optimised to meet the Detection Efficiency (DE) and the False Alarm Rate (FAR) requirements, taking into consideration a typical stroke of 0.6 ms duration when observed from above.",,,,,,1
"During the ground Level 0 to Level 1 processing, the LI triggered events are filtered to minimise false alarms.",,,,,,1
In parallel the LI background radiance images are processed to improve the geolocation of the flashes.,,,,,,1
"The coverage is to be achieved when the satellite is positioned at 0° longitude, with the requirement SYS-00130 not being applicable for the calculation of the coverage.",,,,,,1
"In its nominal mode, the UVN data acquisition service will provide data over the Geographical Coverage Area (GCA) specified in Figure 11.",,,,,,1
"In order to provide continuity to the present Meteosat Second Generation (MSG) programme and its set of derived products, the extraction of Level 2 product(s) is also foreseen as a key service for MTG.",,,,,,1
The SAF system provides the catalogue update to MME-DAC (for archiving) within a day of the products generation.,,,,,,1
"In any case, each SAF makes available the catalogue of its own archive on the EUMETSAT Earth Observation Portal.",,,,,,1
"In this way, it is possible for end-users to browse the catalogue of SAF-generated products, as well as all of the centrally stored mission data.",,,,,,1
A dataset arriving after the mentioned timeliness is not considered as available for the end-user.,,,,,,1
"In the case of EUMETCast terrestrial, the network used has no formal Service Level Agreement (SLA), offering a best effort service.",,,,,,1
"When including the availability of the network, the achieved value of the EUMETCast terrestrial service is expected to be above 95%.",,,,,,1
The objective is to achieve the goal during routine operations.,,,,,,1
The LI flash product is generated following level 2 processing and consists of LI triggered events clustered into LI groups associated with a particular lightning flash.,,,,,,1
"During development phase, the design will be scrutinized.",,,,,,1
The Global Telecommunication System (GTS) of the WMO (World Meteorological Organisation) may further distribute these data to users which are not connected to the RMDCN.,,,,,,1
"Operational availability, timeliness and the calculation method are defined in Annex C. A dataset arriving after the mentioned timeliness is not considered as available for the end- user.",,,,,,1
"Since MSG-1, every METEOSAT satellite carries a Search and Rescue (SAR) transponder for relay of 406 MHz beacons activated anywhere in its field of view.",,,,,,1
"The MTG System shall support the SAR mission by accommodating a satellite repeater, on each MTG-I, between the SAR distress beacons and the SAR receive ground stations, as long as this is not to the detriment of the other missions.",,,,,,1
Achieved when considering two MTG-I satellites in orbit.,,,,,,1
Otherwise redundancy is ensured via Cospas-Sarsat satellites overlapping.,,,,,,1
"The EUMETSAT Data Centre archive user guide (EUMETSAT Archive User Guide (see [UG04]) shall be maintained, to describe the ordering mechanism and options including the available media, the delivery formats and other characteristics of the MTG archived datasets which can be retrieved.",,,,,,1
"Depending on the context and urgency, the following Service Messages concerning the Administrative - Summarising the service interruptions during the whole of the previous calendar day.",,,,,,1
"It allows users, Discover the collection of datasets (e.g. image, Level 2 Products, Level 3 Products, SAF) Search for and order of specific instances of EUMETSAT archived datasets (see §6) and of Subscribe to EUMETSAT or external partners dissemination services; Subscribe to User Notification Services (UNS).",,,,,,1
"It also allows partner agencies to discover, search, order and subscribe to EUMETSAT data and dissemination services through their own portal.",,,,,,1
Users shall be able to retrieve all the information necessary to read and display archived datasets and disseminated datasets.,,,,,,1
"This includes pseudo code where appropriate, documentation, user guides...",,,,,,1
However some users may not have a proper internet access and thus an alternative way is provided here.,,,,,,1
The response time of the Helpdesk Function depends on whether the user request involves a bespoke response or an off-the-shelf response (e.g. one which can be found on the EO portal).,,,,,,1
Multiprogramme and Corporative wide Help desk capabilities shall be upgraded to extend its service and coverage to MTG.,,,,,,1
"When delivering the services, the EUMETSAT [DATAPO] and the Sentinel-4 [DATAPO- S4] data policies are taken into account.",,,,,,1
"Peak intensities of the three spectral lines according to the oscillator strengths specified in Table 1, where it shall be assumed that the relative emission strength of the lines depends linearly on the oscillator strength f (dimensionless number).",,,,,,1
E_i and E_k are the atomic oxygen energy levels from which the transition wavelengths are derived.,,,,,,1
After decryption and extraction of the packets from the frames the payload data is presented as: a copy of the housekeeping telemetry.,,,,,,1
Platform auxiliary data is any auxiliary data derived from platform equipments that is not transmitted as part of the housekeeping telemetry.,,,,,,1
The Level 1 dataset consists of the science data at level 1 and the IDP auxiliary data nominally collected during one repeat cycle or accumulation interval.,,,,,,1
The Level 2 Products consists of the science data at level 2 and the AGP auxiliary data nominally collected during the product time span (e.g. one or several repeat cycles).,,,,,,1
"Two types of DCP messages exist, the self-timed messages: messages transmitted periodically within the allocated time-slots and the alert messages which are special messages transmitted when the values of one or more measured parameters exceed predefined thresholds.",,,,,,1
The IQT auxiliary data is the additional data produced by the IQT at the same time as the level 1 science data allowing the interpretation of the science data and providing the satellite and IQT model status.,,,,,,1
"The Quality threshold is met when the requirements on Completeness, Accuracy and Timeliness are fulfilled.",,,,,,1
This implies that a short outage preventing a repeat cycle to be completed on time has to be considered as an outage of the whole repeat cycle.,,,,,,1
"A dataset is complete if no data has been lost since its generation, unless a requirement in the product specification or service specification allows some losses (e.g. missing samples).",,,,,,1
The scheduled outages are due to planned operations or predictable events.,,,,,,1
Other scheduled outages are mainly due to planned ground segment maintenance and should be less than 0.5%.,,,,,,1
"Also, the quality of around 5% of the acquired datasets per year may be degraded for some channels during eclipse seasons.",,,,,,1
Satellite yaw-flip leading to re-orientation of the satellite attitude and consequently to an interruption of the mission.,,,,,,1
This occurs twice a year and with the outage lasting up to half a day [TBC 1] each time.,,,,,,1
"Instrument decontamination requires that the Infrared sensors are switched off, thus interrupting the imaging in these channels.",,,,,,1
The decontamination may also require interrupting/degrading the other channels (due to distortions introduced by the IR decontamination).,,,,,,1
"Outage is typically one day once or twice per year, influence on other channels will be re-assessed once the satellite supplier / design is known.",,,,,,1
Frequency and duration will be refined once the platform supplier / design is known.,,,,,,1
"When the Sun enters the main lobe of the ground station antenna, this may prevent the proper reception of the Ka-Band link.",,,,,,1
"The co- linearity occurs twice a year around the Equinox seasons for around 10 days, impacting a few repeat cycles per day.",,,,,,1
The extend of the co-linearity effect will be re-assessed once the MDA sites and characteristics are known.,,,,,,1
The swap of a mission from one satellite to another (e.g. after the completion of satellite commissioning when the operational missions are transferred to a new satellite) will result in an outage of a few hours.,,,,,,1
"The temporary swap of the full disc scanning service (FDSS) from the prime to the secondary imaging satellite and vice versa would result in an outage of a few hours on the FCI-FDSS at each swap and an outage of the Rapid Scanning Service (FCI-RSS) for the whole duration of the swap (e.g. during prime satellite decontamination, yaw flip manoeuvre).",,,,,,1
Some ground segment maintenance may not be achievable without service interruption (e.g. to swap between a prime and redundant service).,,,,,,1
These interruptions are sporadic over the year and their exact duration depends on the disseminated dataset and maintenance activity performed.,,,,,,1
"During the eclipse season the dataset quality will be degraded for some channels and/or a part of the coverage, however no interruption of the dataset acquisition and dissemination is foreseen.",,,,,,1
The quality degradation around the eclipse is primarily due to stray light and thermal effects.,,,,,,1
The degradation occurs typically for a few hours around midnight.,,,,,,1
"The exact influence of the stray light on the dataset will be characterised in orbit, although the period of affected data will be predicted from on-ground analysis.",,,,,,1
"This des all the unscheduled outages, thus a precise list cannot be made.",1,,,,,
"The most Ground segment reconfiguration may cause outages, however such maintenance activities are normally scheduled in advance.",1,,,,,
"This term groups all the outages outside EUMETSAT control, thus a precise list cannot be made.",1,,,,,
"The most common causes for the outages outside the control of EUMETSAT are: Networks outside EUMETSAT responsibility, which in this context are networks that are not managed by EUMETSAT or for which no Service Level Agreement (SLA) exists (for External data unavailability (e.g. Meteorological Data Dissemination (MDD), Foreign Satellite Data (FSD), incoming forecast data...).",0,,,,,
"The ‘platform’ provides all the resources, functionalities and performances necessary to support the nominal and contingency operation of the payload.",1,,,,,
The parts of the satellite used to acquire the data that will generate the mission products.,0,,,,,
"For MTG the payload comprises FCI, IRS, LI, UVN, DCP and SAR when embarked on their respective satellites.",1,,,,,
A satellite item that can be physically depleted after a given period of time.,1,,,,,
"The part of the MTG System that is on ground and encompasses all software and hardware resources (including communication) to enable operations of all in-orbit MTG satellites, interfacing with external entities (e.g. Launch provider, satellite manufacturer, ECMWF) and provision of the services to the end-users with high operational availability.",1,,,,,
"It also encompasses additional resources enabling development, testing, verification and operational validation of software, hardware and configuration data, as well as operations preparation, training and performance analysis, in parallel to operations.",1,,,,,
"The EUMETSAT EO Portal provides means to discover the archived dataset collections, navigate and query the MTG catalogue.",0,,,,,
The retrieved archived datasets can be tailored (e.g. spectral and spatial sub-setting) prior to media / online dataset delivery.,1,,,,,
The Global Space-based Inter-Calibration System (GSICS) is an international collaborative effort to examine and harmonize calibration data from operational weather satellites sensors to improve climate monitoring and weather forecasting.,0,,,,,
"It uses commercial telecommunication geostationary satellites to multicast files (e.g. Level 1 dataset, Level 2 products) to the user community.",0,,,,,
Verification and validation activities conducted after the launch and before the entry in operational service either on the space elements only or on the overall system (including the ground elements).,1,,,,,
Confirmation through the provision of objective evidence that specified requirements have been fulfilled.,1,,,,,
"Confirmation, through the provision of objective evidence that the requirements for a specific intended use or application have been fulfilled.",1,,,,,
Data levels are used to describe the condition of the science data at various points in the ground processing cycle.,0,,,,,
"Level 1 - Data extracted by instrument, at full instrument pixel resolution, with Earth- location and calibration information.",0,,,,,
"Level 2 - Geophysical value (temperature, humidity, radiative flux…) at instrument pixel resolution.",0,,,,,
Level 3 - Remapped (gridded) product based on geophysical value derived at instrument pixel resolution.,0,,,,,
Level 4 - Composite product (multisource) or result of model analysis of lower level data.,0,,,,,
"For MTG the basic sense of WMO data levels is maintained, without the concept that the science data has to be at instrument pixel resolution.",1,,,,,
